Molecule ChEMBL ID,Smiles,Standard Value,pIC50
CHEMBL4107689,CC(=O)NC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,54,7.27
CHEMBL3932684,O=c1[nH]c(N2CCCCC2)nc(NC2CCCNC2)c1-c1ccc2ccccc2n1,54,7.27
CHEMBL3892637,Cc1cc2cc(-c3ccc(CO)cc3)c(NC(=O)c3cnn4cccnc34)cc2[nH]1,52,7.28
CHEMBL4070515,COc1cc2c(OC[C@H]3NC(=O)C[C@H]3C)nccc2cc1C(N)=O,52.3,7.28
CHEMBL4084228,COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](C)[C@@H]43)nccc2cc1C(N)=O,52.1,7.28
CHEMBL3969222,CN(C)CC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cc(O)cnc23)CC1,53,7.28
CHEMBL3941139,NC(O)C1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,53,7.28
CHEMBL5290771,NC(=O)c1nn(C2CCOCC2)cc1NC(=O)c1coc(-c2ccnc(CO)c2)n1,52,7.28
CHEMBL4064608,c1nc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,51,7.29
CHEMBL5283897,CC(C)Nc1nc(Nc2cnn(C)c2)nc2ccc(CC#N)nc12,51,7.29
CHEMBL4108358,Cc1ccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc2c1,50,7.3
CHEMBL3942146,O=c1[nH]c(N2CCOCC2)nc(NC2CN3CCC2CC3)c1-c1nc2ccccc2s1,50,7.3
CHEMBL4064106,CN(C)CCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1,50,7.3
CHEMBL4093910,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)CC(C)C,50,7.3
CHEMBL4091402,O=C(NC1CC1)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1,50,7.3
CHEMBL5180689,CN1CCN(c2cc(Nc3nc(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c4sccc4n3)ccc2F)CC1,50,7.3
CHEMBL4111179,Nc1ccc2c(c1)CN(c1nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]1)CC2,49,7.31
CHEMBL256733,CN(C)C(=O)c1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,49,7.31
CHEMBL3981674,O=C1Cc2cc(N3CCC(CO)CC3)c(NC(=O)c3cnn4cccnc34)cc2N1,49,7.31
CHEMBL3958152,CC(C)(CCO)Oc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,49,7.31
CHEMBL5201330,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(OCCN4CCCC4)cc3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,49,7.31
CHEMBL5274350,Cc1cc(-c2nc(C(=O)Nc3cn(CC(C)C)nc3C(N)=O)co2)ccn1.Cl,48,7.32
CHEMBL4113697,O=c1[nH]c(N2CCC3(CCN(c4ccc(Cl)cc4)C3)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,47,7.33
CHEMBL4071076,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@@H]1CCCC[C@H]1O,47,7.33
CHEMBL4761337,CC(C)(O)c1cc2nn(C[C@@H]3CCC(=O)N3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,47,7.33
CHEMBL4761884,CNC(=O)c1cnc(Nc2ccc3c(c2)C(C)(C)OC3=O)nc1N[C@H](CO)c1ccccc1,47,7.33
CHEMBL4107194,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccc(F)cc2s1,46,7.34
CHEMBL4070214,N#Cc1ccc2ncnc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c2c1,46,7.34
CHEMBL4115026,O=c1[nH]c(N2CCC(c3cccc(F)n3)CC2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,45,7.35
CHEMBL4111358,O=c1[nH]c(N2CCN(c3ccccc3C(F)(F)F)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,45,7.35
CHEMBL3634379,Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCC[C@@H]4N)nn23)c(C(F)(F)F)n1,44,7.36
CHEMBL3601190,OC[C@H]1C[C@@H](Nc2nc(Nc3ccnc(OC4CC4)c3)ncc2-c2ccc3ccccc3n2)[C@H](O)[C@@H]1O,44,7.36
CHEMBL4779496,Cc1nnc(-c2cnc(Nc3ccc4c(c3)C(C)(C)OC4=O)nc2N[C@H](CO)c2ccccc2)o1,44,7.36
CHEMBL4107195,O=c1[nH]c(N2CCOC(CO)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,43,7.37
CHEMBL3952937,COc1cc2ncccc2cc1NC(=O)c1cnn2cccnc12,43,7.37
CHEMBL3622514,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,43,7.37
CHEMBL3622517,CN1CCN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,43,7.37
CHEMBL3622517,CN1CCN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,43,7.37
CHEMBL3928207,O=c1[nH]c(N2CC3CCC(C2)O3)nc(NC2CCCNC2)c1-c1nc2ccccc2s1,43,7.37
CHEMBL3622514,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,43,7.37
CHEMBL4106539,CC(C)(O)C1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,42,7.38
CHEMBL4107887,CC(C)(O)C1CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,42,7.38
CHEMBL4107958,O=c1[nH]c(N2CCN(c3cccc(C(F)(F)F)c3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,42,7.38
CHEMBL4747510,COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(C3CCNCC3)nc12,41,7.39
CHEMBL4102532,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CC[C@H](O)CC1,40,7.4
CHEMBL4108838,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2cccc(F)c2)cs1,40,7.4
CHEMBL4108230,COC1CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C[C@@H]1O,40,7.4
CHEMBL4115124,O=c1[nH]c(N2CCC3(CC2)CNC3)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,40,7.4
CHEMBL3957189,O=C(Nc1cc2cccnc2cc1OC1CCNCC1)c1cnn2cccnc12,40,7.4
CHEMBL3634378,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC[C@@H]4N)nn23)c(C(F)(F)F)n1,40,7.4
CHEMBL437208,c1cc(NC2CNC2)nc(-c2cnc3ccccn23)c1,39,7.41
CHEMBL3634384,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CC(F)(F)CC[C@@H]4N)nc23)c(C(F)F)n1,38,7.42
CHEMBL4793633,CCc1cc(Nc2ncc(C(=O)NC)c(N[C@H](CO)c3ccccc3)n2)ccc1C#N,38,7.42
CHEMBL4109374,C[C@@H]1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)CN1,38,7.42
CHEMBL4471452,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C)cc34)CC2)CC1,38,7.42
CHEMBL4083655,COc1cc2c(OC[C@@H]3CCC(=O)N3)cccc2cc1C(N)=O,37.1,7.43
CHEMBL3960537,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,37,7.43
CHEMBL4112163,NC(=O)CNCC1CCN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,36.7,7.43
CHEMBL4799896,CC(C)(O)c1cc2nn(C3CN(C(=O)CC#N)C3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,36.7,7.43
CHEMBL4455718,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,37,7.43
CHEMBL5081576,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(-c4cnco4)cc3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,37,7.43
CHEMBL3622520,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCNC2)c1-c1nc2ccccc2s1,36,7.44
CHEMBL3622520,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCNC2)c1-c1nc2ccccc2s1,36,7.44
CHEMBL4109711,O=c1[nH]c(N2CCC(c3ccccn3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,36,7.44
CHEMBL258004,c1cc(NC2CCNCC2)nc(-c2cnc3ccccn23)c1,35,7.46
CHEMBL258004,c1cc(NC2CCNCC2)nc(-c2cnc3ccccn23)c1,35,7.46
CHEMBL3915121,COc1cc2ncccc2cc1NC(=O)c1csc2cc(CO)cnc12,35,7.46
CHEMBL4114417,CO[C@H]1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,35,7.46
CHEMBL4754306,CN(C)CCn1cc2cc(NC(=O)c3nc(C(F)(F)F)cs3)c(C(C)(C)O)cc2n1,34.8,7.46
CHEMBL3634503,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCNC4)nn23)c(C(F)(F)F)n1,34,7.47
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,34,7.47
CHEMBL4113418,O=c1[nH]c(N2CC3CC3C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,34,7.47
CHEMBL5287520,Cc1cc(-c2nc(C(=O)Nc3cn(CC4CCOC4)nc3C(N)=O)co2)ccn1.Cl,34,7.47
CHEMBL4579427,COc1cc2nn(CC(=O)N3CCN(C)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,33,7.48
CHEMBL3909778,CC(O)CCOc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,33,7.48
CHEMBL3946548,COc1cnc2c(C(=O)Nc3cc(Cl)ccc3N3CCC(CO)CC3)cnn2c1,33,7.48
CHEMBL5094391,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccnc(N4CCCC4)c3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,33,7.48
CHEMBL3353206,Cn1cc(-c2cccc(C(=O)Nc3cn(C)nc3C(N)=O)n2)cn1,32,7.5
CHEMBL4106779,CS(=O)(=O)C1CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,32,7.5
CHEMBL4115028,O=c1[nH]c(N2CCC(c3ccccc3C(F)(F)F)CC2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,32,7.5
CHEMBL5286860,Cn1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccc1=O,32,7.5
CHEMBL5277222,CC(=O)N1CCC(n2cc(Nc3nc(OC4CCOCC4)c4nc(CC#N)ccc4n3)cn2)CC1,32,7.5
CHEMBL5281809,Cc1ncc(-c2nc3c(OC4(C)CC4)nc(Nc4cnn([C@@H]5C[C@H]6C[C@@H]5CN6C)c4)nc3cc2F)cn1,32,7.5
CHEMBL3960537,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,31,7.51
CHEMBL3960537,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,31,7.51
CHEMBL3960537,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,31,7.51
CHEMBL4109668,CC1(O)CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,31,7.51
CHEMBL4106558,O=c1[nH]c(N2CCC(c3ccncc3)C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,30.9,7.51
CHEMBL4107356,CN1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4c(C5CC5)nccc4s3)c(=O)[nH]2)CC1,30,7.52
CHEMBL5284584,Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOC4)nc3C(N)=O)co2)ccn1.Cl,30,7.52
CHEMBL4071526,COc1cc2c(OC[C@H]3NC(=O)[C@H](F)[C@H]3C)nccc2cc1C(N)=O,29.5,7.53
CHEMBL3951842,O=C(Nc1cc2cccnc2cc1OC1CCC(O)CC1)c1cnn2cccnc12,29,7.54
CHEMBL3924130,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)CCO)nc12,29,7.54
CHEMBL4076912,COc1cc2c(OC[C@H]3NC(=O)[C@@H](C)[C@H]3C)nccc2cc1C(N)=O,29.2,7.54
CHEMBL4103497,CCC[C@@H]1CC(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12,28.4,7.55
CHEMBL3917961,O=C(Nc1cc(Cl)ccc1N1CCC(CO)CC1)c1cnn2nc(O)cnc12,28,7.55
CHEMBL3622516,O=c1[nH]c(N2CCc3ccccc3C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,27.5,7.56
CHEMBL4111625,O=c1[nH]c(N2CCC3(CCN(Cc4ccccc4)C3)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,27,7.57
CHEMBL3622516,O=c1[nH]c(N2CCc3ccccc3C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,27,7.57
CHEMBL3601070,CC(C)Oc1cc(Nc2ncc(-c3ccc4ccccc4n3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,27,7.57
CHEMBL4115314,O=c1[nH]c(N2CCN(c3nnc(C4CC4)o3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,27,7.57
CHEMBL4113392,CC(C)(C)OC(=O)N1CC2(CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)C1,27,7.57
CHEMBL4109283,O=c1[nH]c(N2CCN(c3ccccc3Cl)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,27,7.57
CHEMBL3971525,O=c1[nH]c(N2CCOCC2)nc(NC2CCCCNC2)c1-c1nc2ccccc2s1,27,7.57
CHEMBL3987067,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(NC2CNC2)o1,26.4,7.58
CHEMBL3634513,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC[C@@H]4N)nn23)c(Cl)n1,26,7.58
CHEMBL4111167,O=c1[nH]c(N2CCc3cnccc3C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,26.4,7.58
CHEMBL4115098,COC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,26,7.58
CHEMBL3936414,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)NC[C@H](O)c2ccccc2)cs1,26,7.58
CHEMBL4108348,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,26,7.58
CHEMBL4110611,Cc1csc(-c2c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc(N3CCOCC3)[nH]c2=O)n1,26.6,7.58
CHEMBL5080176,CN1CCN(c2ccc(Nc3ncc(-c4cccc(F)c4)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)cn2)CC1,26,7.58
CHEMBL5082986,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(C(=O)N4CCCC4)cc3)ncc2-c2cccnc2)[C@H]2C=C[C@@H]1C2,26,7.58
CHEMBL5276741,NC(=O)c1nn(C2CCOCC2)cc1NC(=O)c1coc(-c2ccc(F)cc2)n1,26,7.58
CHEMBL3973407,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(N2CCN(CCO)CC2)o1,25.4,7.59
CHEMBL3634614,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC[C@@H]4N)nn23)c(C#N)n1,25,7.6
CHEMBL3622183,O=c1[nH]c(NC2CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,25,7.6
CHEMBL3634382,Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCC[C@@H]4N)nn23)c(C(F)F)n1,25,7.6
CHEMBL3622183,O=c1[nH]c(NC2CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,25,7.6
CHEMBL3955522,O=c1[nH]c(N2CC3(COC3)C2)nc(NC2CCCNC2)c1-c1nc2ccccc2s1,25,7.6
CHEMBL4109180,O=c1[nH]c(N2CCN(c3cccc(Cl)n3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,25,7.6
CHEMBL4109175,CS(=O)(=O)N1CCN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,25,7.6
CHEMBL3898966,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc[nH]1,25.3,7.6
CHEMBL4078264,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCC[C@H](O)C1,25,7.6
CHEMBL5073141,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(-c4cnco4)c3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,25,7.6
CHEMBL5280941,CCCCn1cc(NC(=O)c2coc(-c3ccnc(C)c3)n2)c(C(N)=O)n1.Cl,25,7.6
CHEMBL5084495,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(N4CCOCC4)nc3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,25,7.6
CHEMBL3892921,NC(=O)c1nnc(-c2cnc(Nc3ccc4ncsc4c3)cc2N[C@H](CO)Cc2ccccc2)o1,24.5,7.61
CHEMBL4073250,CCOc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,23.9,7.62
CHEMBL3902455,O=C(Nc1cc2cccnc2cc1OC1CCC(O)CC1)c1csc2cncnc12,24,7.62
CHEMBL3930442,O=C(Nc1cc(Cl)ccc1N1CCCCC1)c1cnn2nc(O)cnc12,24,7.62
CHEMBL4648225,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NCCCO,24,7.62
CHEMBL5282374,Cc1cc(-n2ccc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)n2)ccn1,24,7.62
CHEMBL3984346,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)NCC2CCCO2)cs1,24,7.62
CHEMBL3893473,CC(O)CC(C)Oc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,24,7.62
CHEMBL3634507,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCNC4)nn23)c(C(F)F)n1,24,7.62
CHEMBL4108331,N[C@@H]1CCCC[C@@H]1Nc1cccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc12,24,7.62
CHEMBL4110996,CN1CCC2(CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)C2)C1,24,7.62
CHEMBL4109278,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(F)cc2)cs1,24,7.62
CHEMBL3967770,O=c1[nH]c(N2CCCC2)nc(NC2CCCNC2)c1-c1ccc2ccccc2n1,24,7.62
CHEMBL4112370,CC(=O)Nc1cnc2c(ccn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,23.2,7.63
CHEMBL3936790,C[C@H]1C[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,23,7.64
CHEMBL4107129,O=c1[nH]c(N2CCC3(CCN(S(=O)(=O)c4ccccc4)C3)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,23,7.64
CHEMBL3590489,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nc23)c(C(F)(F)F)n1,23,7.64
CHEMBL3917340,CC(C)Nc1cc(Nc2ccc(C#N)cc2)ncc1-c1nnc(NC[C@@H](F)CO)o1,22.9,7.64
CHEMBL4114295,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1ccc2ccccc2n1,23,7.64
CHEMBL3939893,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(C(=O)N2CCC(N)CC2)o1,23,7.64
CHEMBL4113503,CC(C)[C@H]1C[C@@H](Nc2nc(N3CCC(c4cncnc4)CC3)[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,23,7.64
CHEMBL4113269,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1CCC(O)C1,22.7,7.64
CHEMBL4107486,O=c1[nH]c(N2CC[C@H](O)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,23,7.64
CHEMBL3939426,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cc(O)cnc12,23,7.64
CHEMBL5184305,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccn(CC#N)c(=O)c34)CC2)CC1,23,7.64
CHEMBL4113814,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc(-c2ccc(F)cc2)cs1,22.5,7.65
CHEMBL4114946,Cc1cnc(C)c(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)n1,22,7.66
CHEMBL3947284,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(N2CCN(CCN3CCOCC3)CC2)o1,22.1,7.66
CHEMBL4114571,COC1(C)CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,22,7.66
CHEMBL5266602,Cn1cc(Nc2nc(NC3CC3)c3nc(CC#N)ccc3n2)cn1,22,7.66
CHEMBL3590485,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4O)nc23)c(C(F)(F)F)n1,21,7.68
CHEMBL4108607,O=c1[nH]c(N2CCN(c3ncccn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(F)cc2)cs1,21,7.68
CHEMBL4633251,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C,21,7.68
CHEMBL4112124,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccccn2)cs1,21,7.68
CHEMBL3353187,Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1.Cl,21,7.68
CHEMBL4114255,COc1ccc(N2CCC3(CCN(c4nc(N[C@@H]5CCCNC5)c(-c5nc6ccccc6s5)c(=O)[nH]4)C3)C2)cc1,21,7.68
CHEMBL4067341,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CC[C@H](NC(C)=O)CC1,21,7.68
CHEMBL4114391,O=c1[nH]c(N2CCC3(CCN(c4ccccc4)C3)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,21,7.68
CHEMBL4582179,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)CCCCCCCCCCC#Cc2cnc(OC[C@@H]3CCC(=O)N3)c3cc(OC)c(C(N)=O)cc23)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C1CCCCC1,21,7.68
CHEMBL5198241,C[C@@H](F)Cn1ccc2nc(Nc3cnn(C4CCN(C)CC4)c3)nc(NC3(C)CC3)c2c1=O,21,7.68
CHEMBL3634380,Cn1cc(NC(=O)c2csc3ncc(N[C@@H]4CCCC[C@@H]4N)nc23)c(C(F)(F)F)n1,20,7.7
CHEMBL4109195,O=c1[nH]c(NC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,20,7.7
CHEMBL3914088,COc1cnc(NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)cn1,20.1,7.7
CHEMBL3962443,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CCCN(S(C)(=O)=O)C1,19.8,7.7
CHEMBL256713,COc1cc(N2CCOCC2)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1,20,7.7
CHEMBL4111862,Cn1cc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)cn1,20,7.7
CHEMBL3590472,Cn1cc(NC(=O)c2cnn3ccc(N[C@H]4CCCC[C@@H]4N)nc23)c(C(N)=O)n1,20,7.7
CHEMBL3353187,Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1.Cl,20,7.7
CHEMBL4109750,O=c1[nH]c(N2CCN(c3cccnc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(F)cc2)cs1,20,7.7
CHEMBL4115348,O=c1[nH]c(N2CCN(c3nncs3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,20,7.7
CHEMBL4106994,O=c1[nH]c(N2CCC(O)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,20,7.7
CHEMBL4059689,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCCCC1,20,7.7
CHEMBL4069401,NC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@@H](c1ccccc1)[C@H](O)CO,20,7.7
CHEMBL5278052,CCn1cc(NC(=O)c2csc(-c3ccncc3)n2)c(C(N)=O)n1.Cl,20,7.7
CHEMBL3634510,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCCNC4)nc23)c(C(F)F)n1,20,7.7
CHEMBL4107905,COc1cnc2c(cnn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,19.4,7.71
CHEMBL4107330,COC(C)(C)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,19.6,7.71
